C:\dataset\IMG\center_2019_11_10_23_56_48_202.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_202.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_202.jpg, 0, 0, 0, 8.126105E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_308.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_308.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_308.jpg, 0, 0, 0, 7.881872E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_408.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_408.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_408.jpg, 0, 0, 0, 7.859846E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_572.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_572.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_572.jpg, 0, 0, 0, 7.788216E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_685.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_685.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_685.jpg, 0, 0, 0, 7.790999E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_790.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_790.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_790.jpg, 0, 0, 0, 7.888092E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_891.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_891.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_891.jpg, 0, 0, 0, 7.900598E-05
C:\dataset\IMG\center_2019_11_10_23_56_48_992.jpg, C:\dataset\IMG\left_2019_11_10_23_56_48_992.jpg, C:\dataset\IMG\right_2019_11_10_23_56_48_992.jpg, 0, 0, 0, 8.174352E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_096.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_096.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_096.jpg, 0, 0, 0, 7.8181E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_200.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_200.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_200.jpg, 0, 0, 0, 8.326434E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_376.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_376.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_376.jpg, 0, 0, 0, 7.91577E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_518.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_518.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_518.jpg, 0, 0, 0, 7.961145E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_615.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_615.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_615.jpg, 0, 0, 0, 8.262561E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_752.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_752.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_752.jpg, 0, 0, 0, 7.733578E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_853.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_853.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_853.jpg, 0, 0, 0, 7.836177E-05
C:\dataset\IMG\center_2019_11_10_23_56_49_958.jpg, C:\dataset\IMG\left_2019_11_10_23_56_49_958.jpg, C:\dataset\IMG\right_2019_11_10_23_56_49_958.jpg, 0, 0, 0, 8.136996E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_061.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_061.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_061.jpg, 0, 0, 0, 7.83103E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_165.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_165.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_165.jpg, 0, 0, 0, 7.929507E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_272.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_272.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_272.jpg, 0, 0, 0, 7.879196E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_400.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_400.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_400.jpg, 0, 0, 0, 7.833147E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_500.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_500.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_500.jpg, 0, 0, 0, 7.819118E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_608.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_608.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_608.jpg, 0, 0, 0, 8.012645E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_760.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_760.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_760.jpg, 0, 0, 0, 7.833242E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_859.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_859.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_859.jpg, 0, 0, 0, 8.153572E-05
C:\dataset\IMG\center_2019_11_10_23_56_50_963.jpg, C:\dataset\IMG\left_2019_11_10_23_56_50_963.jpg, C:\dataset\IMG\right_2019_11_10_23_56_50_963.jpg, 0, 0, 0, 8.06817E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_070.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_070.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_070.jpg, 0, 0, 0, 7.887062E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_206.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_206.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_206.jpg, 0, 0, 0, 7.914243E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_307.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_307.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_307.jpg, 0, 0, 0, 7.807749E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_409.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_409.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_409.jpg, 0, 0, 0, 7.770828E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_544.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_544.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_544.jpg, 0, 0, 0, 7.789879E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_645.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_645.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_645.jpg, 0, 0, 0, 7.801635E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_748.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_748.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_748.jpg, 0, 0, 0, 7.997358E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_881.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_881.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_881.jpg, 0, 0, 0, 7.930924E-05
C:\dataset\IMG\center_2019_11_10_23_56_51_984.jpg, C:\dataset\IMG\left_2019_11_10_23_56_51_984.jpg, C:\dataset\IMG\right_2019_11_10_23_56_51_984.jpg, 0, 0, 0, 7.796613E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_085.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_085.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_085.jpg, 0, 0, 0, 8.238339E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_186.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_186.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_186.jpg, 0, 0, 0, 7.909116E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_288.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_288.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_288.jpg, 0, 0, 0, 7.944929E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_391.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_391.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_391.jpg, 0, 0, 0, 8.405972E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_496.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_496.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_496.jpg, 0, 0, 0, 7.810644E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_633.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_633.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_633.jpg, 0, 0, 0, 7.889844E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_756.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_756.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_756.jpg, 0, 0, 0, 8.191536E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_857.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_857.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_857.jpg, 0, 0, 0, 7.783413E-05
C:\dataset\IMG\center_2019_11_10_23_56_52_958.jpg, C:\dataset\IMG\left_2019_11_10_23_56_52_958.jpg, C:\dataset\IMG\right_2019_11_10_23_56_52_958.jpg, 0, 0, 0, 7.869481E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_065.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_065.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_065.jpg, 0, 0, 0, 7.797289E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_169.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_169.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_169.jpg, 0, 0, 0, 7.879836E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_271.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_271.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_271.jpg, 0, 0, 0, 7.814111E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_373.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_373.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_373.jpg, 0, 0, 0, 8.108023E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_479.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_479.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_479.jpg, 0, 0, 0, 7.881477E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_585.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_585.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_585.jpg, 0, 0, 0, 8.049935E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_688.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_688.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_688.jpg, 0, 0, 0, 7.823012E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_833.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_833.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_833.jpg, 0, 0, 0, 7.874802E-05
C:\dataset\IMG\center_2019_11_10_23_56_53_937.jpg, C:\dataset\IMG\left_2019_11_10_23_56_53_937.jpg, C:\dataset\IMG\right_2019_11_10_23_56_53_937.jpg, 0, 0, 0, 7.775228E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_041.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_041.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_041.jpg, 0, 0, 0, 7.87468E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_144.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_144.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_144.jpg, 0, 0, 0, 7.83237E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_251.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_251.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_251.jpg, 0, 0, 0, 7.839885E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_352.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_352.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_352.jpg, 0, 0, 0, 7.816235E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_480.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_480.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_480.jpg, 0, 0, 0, 7.862256E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_602.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_602.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_602.jpg, 0, 0, 0, 7.895422E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_710.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_710.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_710.jpg, 0, 0, 0, 7.955146E-05
C:\dataset\IMG\center_2019_11_10_23_56_54_842.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_842.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_842.jpg, 0, 0.3773979, 0, 0.5161998
C:\dataset\IMG\center_2019_11_10_23_56_54_937.jpg, C:\dataset\IMG\left_2019_11_10_23_56_54_937.jpg, C:\dataset\IMG\right_2019_11_10_23_56_54_937.jpg, 0, 0.6433257, 0, 1.237991
